359.9375, 359.9375, 0
359.9375, 359.9375, 0
359.9375, 359.9375, 0
359.8125, 359.8125, 0
359.8125, 359.8125, 0
359.875, 359.875, 0
359.9375, 359.9375, 0
360.0625, 0.0625, 1
360.3125, 0.3125, 1
360.25, 0.25, 1
360.0625, 0.0625, 1
360.0625, 0.0625, 1
360.0, 0.0, 1
359.8125, 359.8125, 0
359.4375, 359.4375, 0
359.0, 359.0, 0
358.0, 358.0, 0
358.0625, 358.0625, 0
357.9375, 357.9375, 0
357.8125, 357.8125, 0
357.8125, 357.8125, 0
357.75, 357.75, 0
357.625, 357.625, 0
357.125, 357.125, 0
357.125, 357.125, 0
357.5, 357.5, 0
358.0625, 358.0625, 0
358.25, 358.25, 0
358.875, 358.875, 0
359.125, 359.125, 0
359.5, 359.5, 0
359.875, 359.875, 0
359.4375, 359.4375, 0
358.875, 358.875, 0
358.4375, 358.4375, 0
358.125, 358.125, 0
357.5625, 357.5625, 0
357.3125, 357.3125, 0
357.3125, 357.3125, 0
357.25, 357.25, 0
357.25, 357.25, 0
357.0625, 357.0625, 0
357.0, 357.0, 0
357.4375, 357.4375, 0
357.75, 357.75, 0
357.9375, 357.9375, 0
358.375, 358.375, 0
358.6875, 358.6875, 0
359.0, 359.0, 0
359.0625, 359.0625, 0
359.0625, 359.0625, 0
358.5625, 358.5625, 0
357.9375, 357.9375, 0
357.4375, 357.4375, 0
357.375, 357.375, 0
357.3125, 357.3125, 0
357.3125, 357.3125, 0
357.3125, 357.3125, 0
357.125, 357.125, 0
357.0, 357.0, 0
357.3125, 357.3125, 0
357.375, 357.375, 0
358.0625, 358.0625, 0
358.4375, 358.4375, 0
358.6875, 358.6875, 0
358.75, 358.75, 0
358.5, 358.5, 0
358.1875, 358.1875, 0
357.9375, 357.9375, 0
357.375, 357.375, 0
357.375, 357.375, 0
357.3125, 357.3125, 0
357.5625, 357.5625, 0
357.4375, 357.4375, 0
357.1875, 357.1875, 0
357.0625, 357.0625, 0
357.3125, 357.3125, 0
357.5625, 357.5625, 0
357.8125, 357.8125, 0
358.0, 358.0, 0
358.125, 358.125, 0
358.1875, 358.1875, 0
358.0625, 358.0625, 0
357.9375, 357.9375, 0
357.6875, 357.6875, 0
357.0, 357.0, 0
356.1875, 356.1875, 0
355.9375, 355.9375, 0
355.875, 355.875, 0
356.625, 356.625, 0
356.8125, 356.8125, 0
357.3125, 357.3125, 0
357.5625, 357.5625, 0
357.25, 357.25, 0
357.4375, 357.4375, 0
357.375, 357.375, 0
357.25, 357.25, 0
356.625, 356.625, 0
356.3125, 356.3125, 0
355.9375, 355.9375, 0
355.6875, 355.6875, 0
355.5, 355.5, 0
355.3125, 355.3125, 0
354.875, 354.875, 0
354.9375, 354.9375, 0
355.1875, 355.1875, 0
355.5, 355.5, 0
355.5625, 355.5625, 0
355.8125, 355.8125, 0
355.8125, 355.8125, 0
355.9375, 355.9375, 0
356.25, 356.25, 0
356.5625, 356.5625, 0
356.8125, 356.8125, 0
356.8125, 356.8125, 0
356.8125, 356.8125, 0
357.25, 357.25, 0
357.25, 357.25, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.1875, 358.1875, 0
358.1875, 358.1875, 0
358.3125, 358.3125, 0
358.3125, 358.3125, 0
358.375, 358.375, 0
358.1875, 358.1875, 0
358.1875, 358.1875, 0
358.0625, 358.0625, 0
357.6875, 357.6875, 0
357.6875, 357.6875, 0
357.5625, 357.5625, 0
357.5625, 357.5625, 0
357.5, 357.5, 0
357.625, 357.625, 0
357.625, 357.625, 0
357.6875, 357.6875, 0
357.9375, 357.9375, 0
358.125, 358.125, 0
358.1875, 358.1875, 0
358.1875, 358.1875, 0
358.1875, 358.1875, 0
358.125, 358.125, 0
358.125, 358.125, 0
358.125, 358.125, 0
358.0, 358.0, 0
357.9375, 357.9375, 0
357.875, 357.875, 0
357.875, 357.875, 0
357.875, 357.875, 0
357.875, 357.875, 0
357.9375, 357.9375, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0, 358.0, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.0625, 358.0625, 0
358.125, 358.125, 0
